a,56,doc1.txt
alphabet,14,doc1.txt
and,34,doc1.txt,doc2.txt
are,8,doc2.txt
artificial,5,doc2.txt
at,21,doc1.txt
brown,18,doc1.txt
computers,7,doc2.txt
contains,26,doc1.txt
deep,7,doc2.txt
display,35,doc1.txt
dog,19,doc1.txt
every,25,doc1.txt
field,7,doc2.txt
for,23,doc1.txt
fox,29,doc1.txt
human,2,doc2.txt
in,24,doc1.txt
intelligence,6,doc2.txt
involved,3,doc2.txt
is,56,doc1.txt,doc2.txt
jumps,22,doc1.txt
just,5,doc2.txt
lazy,22,doc1.txt
learning,10,doc2.txt
least,27,doc1.txt
letter,25,doc1.txt
machine,4,doc2.txt
making,5,doc2.txt
methodologies,6,doc2.txt
networks,6,doc2.txt
neural,8,doc2.txt
of,40,doc1.txt,doc2.txt
once,26,doc1.txt
over,13,doc1.txt
pangram,23,doc1.txt
popular,6,doc2.txt
purposes,19,doc1.txt
quick,18,doc1.txt
sentence,35,doc1.txt
simulate,6,doc2.txt
some,12,doc2.txt
testing,28,doc1.txt
text,21,doc1.txt
that,24,doc1.txt
the,71,doc1.txt,doc2.txt
this,22,doc1.txt
typography,23,doc1.txt
used,18,doc1.txt
various,30,doc1.txt
