365,12,doc3.txt
allows,13,doc4.txt
and,17,doc4.txt
around,15,doc3.txt
businesses,20,doc4.txt
can,14,doc4.txt
centers,18,doc4.txt
changing,13,doc3.txt
cloud,28,doc4.txt
companies,11,doc4.txt
computing,31,doc4.txt
data,10,doc4.txt
days,18,doc3.txt
demand,14,doc4.txt
earth,32,doc3.txt
elliptical,18,doc3.txt
for,48,doc3.txt
have,21,doc3.txt
in,16,doc3.txt
is,17,doc3.txt
it,11,doc3.txt
journey,20,doc3.txt
large,22,doc4.txt
longer,13,doc4.txt
maintain,11,doc4.txt
meet,7,doc4.txt
need,15,doc4.txt
needs,16,doc4.txt
no,17,doc4.txt
of,11,doc4.txt
on,28,doc3.txt,doc4.txt
orbits,18,doc3.txt
planets,12,doc3.txt
power,12,doc4.txt
rent,16,doc4.txt
resources,11,doc4.txt
responsible,23,doc3.txt
revolves,17,doc3.txt
roughly,21,doc3.txt
saves,9,doc4.txt
scale,18,doc4.txt
seasons,16,doc3.txt
solar,17,doc3.txt
sun,18,doc3.txt
system,22,doc3.txt
takes,12,doc3.txt
the,95,doc3.txt,doc4.txt
them,9,doc4.txt
this,12,doc3.txt
time,11,doc4.txt
to,35,doc4.txt
users,7,doc4.txt
which,32,doc3.txt,doc4.txt
